2025-05-11 16:25:26.032 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-11 16:25:28.662 [main] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-05-11 16:25:28.662 [main] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-05-11 16:25:28.662 [main] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-05-11 16:25:28.662 [main] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-05-11 16:25:28.663 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-11 16:25:28.677 [main] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1746951928668_127.0.0.1_63983
2025-05-11 16:25:28.677 [main] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-05-11 16:25:28.677 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Notify connected event to listeners.
2025-05-11 16:25:28.677 [main] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$438/0x0000019981407a80
2025-05-11 16:25:28.677 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-05-11 16:25:28.678 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service dl-cloud-gateway with instance Instance{instanceId='null', ip='192.168.43.229', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={management.endpoints.web.base-path=/actuator, IPv6=[2409:8924:a46:6514:6e1a:9095:b72c:1813], preserved.register.source=SPRING_CLOUD}}
2025-05-11 16:25:28.700 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dl-cloud-gateway 192.168.43.229:8080 register finished
2025-05-11 16:25:28.748 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:dl-cloud-gateway, group:DEFAULT_GROUP, clusters: 
2025-05-11 16:25:28.748 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - [SUBSCRIBE-SERVICE] service:dl-cloud-gateway, group:DEFAULT_GROUP, clusters: 
2025-05-11 16:25:28.748 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - [GRPC-SUBSCRIBE] service:dl-cloud-gateway, group:DEFAULT_GROUP, cluster: 
2025-05-11 16:25:28.748 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - [GRPC-SUBSCRIBE] service:dl-cloud-gateway, group:DEFAULT_GROUP, cluster: 
2025-05-11 16:25:28.766 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - init new ips(1) service: DEFAULT_GROUP@@dl-cloud-gateway -> [{"instanceId":"192.168.43.229#8080#DEFAULT#DEFAULT_GROUP@@dl-cloud-gateway","ip":"192.168.43.229","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@dl-cloud-gateway","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD","IPv6":"[2409:8924:a46:6514:6e1a:9095:b72c:1813]"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
2025-05-11 16:25:28.767 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - init new ips(1) service: DEFAULT_GROUP@@dl-cloud-gateway -> [{"instanceId":"192.168.43.229#8080#DEFAULT#DEFAULT_GROUP@@dl-cloud-gateway","ip":"192.168.43.229","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@dl-cloud-gateway","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD","IPv6":"[2409:8924:a46:6514:6e1a:9095:b72c:1813]"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
2025-05-11 16:25:28.772 [boundedElastic-3] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@dl-cloud-gateway -> [{"instanceId":"192.168.43.229#8080#DEFAULT#DEFAULT_GROUP@@dl-cloud-gateway","ip":"192.168.43.229","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@dl-cloud-gateway","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD","IPv6":"[2409:8924:a46:6514:6e1a:9095:b72c:1813]"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
2025-05-11 16:25:28.773 [boundedElastic-4] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@dl-cloud-gateway -> [{"instanceId":"192.168.43.229#8080#DEFAULT#DEFAULT_GROUP@@dl-cloud-gateway","ip":"192.168.43.229","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@dl-cloud-gateway","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD","IPv6":"[2409:8924:a46:6514:6e1a:9095:b72c:1813]"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
2025-05-11 16:25:28.808 [main] INFO  c.a.c.n.discovery.NacosDiscoveryHeartBeatPublisher - Start nacos heartBeat task scheduler.
2025-05-11 16:25:28.831 [main] INFO  top.dl.GatewayApplication - Started GatewayApplication in 4.382 seconds (process running for 5.046)
2025-05-11 16:25:28.837 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - config listener notify warn timeout millis use default 60000 millis 
2025-05-11 16:25:28.838 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - nacos.cache.data.init.snapshot = true 
2025-05-11 16:25:28.838 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] datasource.yaml+DEFAULT_GROUP
2025-05-11 16:25:28.839 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=datasource.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-11 16:25:28.839 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=datasource.yaml, group=DEFAULT_GROUP
2025-05-11 16:25:28.840 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] common.yaml+DEFAULT_GROUP
2025-05-11 16:25:28.840 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=common.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-11 16:25:28.840 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=common.yaml, group=DEFAULT_GROUP
2025-05-11 16:25:29.275 [nacos-grpc-client-executor-127.0.0.1-40] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Receive server push request, request = NotifySubscriberRequest, requestId = 1
2025-05-11 16:25:29.276 [nacos-grpc-client-executor-127.0.0.1-40] INFO  com.alibaba.nacos.common.remote.client - [eee84f0d-998a-4ca8-8e37-b04542431ade] Ack server push request, request = NotifySubscriberRequest, requestId = 1
2025-05-11 16:25:32.255 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-11 16:25:32.292 [main] INFO  top.dl.UserApplication - Starting UserApplication using Java 17.0.8 with PID 35960 (D:\后端工程化2\dl-cloud\dl-cloud-user\target\classes started by minderers in D:\后端工程化2\dl-cloud)
2025-05-11 16:25:32.293 [main] INFO  top.dl.UserApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-11 16:25:32.325 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-11 16:25:32.325 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-11 16:25:33.299 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-11 16:25:33.301 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-11 16:25:33.328 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 0 Redis repository interfaces.
2025-05-11 16:25:33.528 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=e93d4ed2-f5f6-39ec-a99b-89827303d19f
2025-05-11 16:25:34.199 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8082 (http)
2025-05-11 16:25:34.202 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [2.0.5] using APR version [1.7.4].
2025-05-11 16:25:34.205 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.10 1 Aug 2023]
2025-05-11 16:25:34.212 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
2025-05-11 16:25:34.214 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-11 16:25:34.214 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
2025-05-11 16:25:34.263 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-11 16:25:34.263 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1937 ms
2025-05-11 16:25:34.439 [main] INFO  org.redisson.Version - Redisson 3.21.3
2025-05-11 16:25:34.723 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2025-05-11 16:25:34.742 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-05-11 16:26:01.370 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-11 16:26:01.406 [main] INFO  top.dl.UserApplication - Starting UserApplication using Java 17.0.8 with PID 30192 (D:\后端工程化2\dl-cloud\dl-cloud-user\target\classes started by minderers in D:\后端工程化2\dl-cloud)
2025-05-11 16:26:01.407 [main] INFO  top.dl.UserApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-11 16:26:01.440 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-11 16:26:01.441 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-11 16:26:02.299 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-11 16:26:02.301 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-11 16:26:02.325 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 0 Redis repository interfaces.
2025-05-11 16:26:02.523 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=e93d4ed2-f5f6-39ec-a99b-89827303d19f
2025-05-11 16:26:03.101 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8082 (http)
2025-05-11 16:26:03.103 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [2.0.5] using APR version [1.7.4].
2025-05-11 16:26:03.106 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.10 1 Aug 2023]
2025-05-11 16:26:03.112 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
2025-05-11 16:26:03.113 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-11 16:26:03.113 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
2025-05-11 16:26:03.157 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-11 16:26:03.157 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1715 ms
2025-05-11 16:26:03.330 [main] INFO  org.redisson.Version - Redisson 3.21.3
2025-05-11 16:26:03.574 [redisson-netty-2-6] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for localhost/127.0.0.1:6379
2025-05-11 16:26:03.637 [redisson-netty-2-20] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for localhost/127.0.0.1:6379
2025-05-11 16:26:03.839 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-05-11 16:26:04.112 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@605c2b9f
2025-05-11 16:26:04.121 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2025-05-11 16:26:04.122 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2025-05-11 16:26:04.122 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2025-05-11 16:26:04.667 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Found 2 AuthenticationProvider beans, with names [daoAuthenticationProvider, mobileAuthenticationProvider]. Global Authentication Manager will not be configured with AuthenticationProviders. Consider publishing a single AuthenticationProvider bean, or wiring your Providers directly using the DSL.
2025-05-11 16:26:04.668 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-05-11 16:26:05.265 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 19 endpoints beneath base path '/actuator'
2025-05-11 16:26:06.167 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8082"]
2025-05-11 16:26:06.176 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8082 (http) with context path '/'
2025-05-11 16:26:06.182 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-05-11 16:26:06.182 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-05-11 16:26:06.183 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-05-11 16:26:06.187 [main] INFO  com.alibaba.nacos.client.naming - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
2025-05-11 16:26:06.191 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-05-11 16:26:06.191 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-05-11 16:26:06.258 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of e84214c0-5016-4623-98a8-b706c4ba30c4
2025-05-11 16:26:06.260 [main] INFO  com.alibaba.nacos.client.naming - Create naming rpc client for uuid->e84214c0-5016-4623-98a8-b706c4ba30c4
2025-05-11 16:26:06.260 [main] INFO  com.alibaba.nacos.common.remote.client - [e84214c0-5016-4623-98a8-b706c4ba30c4] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-05-11 16:26:06.260 [main] INFO  com.alibaba.nacos.common.remote.client - [e84214c0-5016-4623-98a8-b706c4ba30c4] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-05-11 16:26:06.261 [main] INFO  com.alibaba.nacos.common.remote.client - [e84214c0-5016-4623-98a8-b706c4ba30c4] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-05-11 16:26:06.261 [main] INFO  com.alibaba.nacos.common.remote.client - [e84214c0-5016-4623-98a8-b706c4ba30c4] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-05-11 16:26:06.261 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-11 16:26:06.274 [main] INFO  com.alibaba.nacos.common.remote.client - [e84214c0-5016-4623-98a8-b706c4ba30c4] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1746951966266_127.0.0.1_64047
2025-05-11 16:26:06.275 [main] INFO  com.alibaba.nacos.common.remote.client - [e84214c0-5016-4623-98a8-b706c4ba30c4] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-05-11 16:26:06.275 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [e84214c0-5016-4623-98a8-b706c4ba30c4] Notify connected event to listeners.
2025-05-11 16:26:06.275 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-05-11 16:26:06.275 [main] INFO  com.alibaba.nacos.common.remote.client - [e84214c0-5016-4623-98a8-b706c4ba30c4] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$443/0x0000020c57425a70
2025-05-11 16:26:06.276 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service dl-cloud-user with instance Instance{instanceId='null', ip='192.168.43.229', port=8082, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={management.endpoints.web.base-path=/actuator, IPv6=[2409:8924:a46:6514:6e1a:9095:b72c:1813], preserved.register.source=SPRING_CLOUD}}
2025-05-11 16:26:06.287 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dl-cloud-user 192.168.43.229:8082 register finished
2025-05-11 16:26:06.411 [main] INFO  top.dl.UserApplication - Started UserApplication in 6.409 seconds (process running for 7.026)
2025-05-11 16:26:06.421 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - config listener notify warn timeout millis use default 60000 millis 
2025-05-11 16:26:06.421 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - nacos.cache.data.init.snapshot = true 
2025-05-11 16:26:06.422 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] datasource.yaml+DEFAULT_GROUP
2025-05-11 16:26:06.430 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=datasource.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-11 16:26:06.430 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=datasource.yaml, group=DEFAULT_GROUP
2025-05-11 16:26:06.431 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] common.yaml+DEFAULT_GROUP
2025-05-11 16:26:06.431 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=common.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-11 16:26:06.431 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=common.yaml, group=DEFAULT_GROUP
2025-05-11 16:26:06.674 [RMI TCP Connection(3)-192.168.43.229] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-11 16:26:06.674 [RMI TCP Connection(3)-192.168.43.229] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-05-11 16:26:06.675 [RMI TCP Connection(3)-192.168.43.229] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-05-11 16:26:21.916 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-11 16:26:21.944 [main] INFO  top.dl.IotApplication - Starting IotApplication using Java 17.0.8 with PID 33912 (D:\后端工程化2\dl-cloud\dl-cloud-iot\target\classes started by minderers in D:\后端工程化2\dl-cloud)
2025-05-11 16:26:21.945 [main] INFO  top.dl.IotApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-11 16:26:21.970 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-11 16:26:21.970 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-11 16:26:22.746 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-11 16:26:22.748 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-11 16:26:22.768 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
